CVE ID,Title,Description,Technology Area,Vulnerability Type,Access Vector,CVSS Rating,CVSS Score,CVSS String,Affected Chipsets,Affected Software Versions,Bulletin Date,Source URL
CVE-2023-52350,Out-of-bounds Write in ril service,"In ril service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52349,Out-of-bounds Write in ril service,"In ril service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52348,Out-of-bounds Write in ril service,"In ril service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52347,Out-of-bounds Write in ril service,"In ril service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52346,Out-of-bounds Read in modem driver,"In modem driver, there is a possible system crash due to improper input validation. This could lead to local information disclosure with System execution privileges needed.",Kernel,CWE-125 Out-of-bounds Read,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52345,Improper Input Validation in modem driver,"In modem driver, there is a possible system crash due to improper input validation. This could lead to local information disclosure with System execution privileges needed.",Kernel,CWE-20 Improper Input Validation,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52344,Unchecked Error Condition in modem-ps-nas-ngmm,"In modem-ps-nas-ngmm, there is a possible undefined behavior due to incorrect error handling. This could lead to remote information disclosure no additional execution privileges needed.",Modem,CWE-391 Unchecked Error Condition,Network,Medium,5.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52343,Improper Input Validation in SecurityCommand message after as security has been actived.,"In SecurityCommand message after as security has been actived., there is a possible improper input validation. This could lead to remote information disclosure no additional execution privileges needed.",Modem,CWE-20 Improper Input Validation,Network,Medium,5.5,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:L/A:L,T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52342,Unchecked Error Condition in modem-ps-nas-ngmm,"In modem-ps-nas-ngmm, there is a possible undefined behavior due to incorrect error handling. This could lead to remote information disclosure no additional execution privileges needed.",Modem,CWE-391 Unchecked Error Condition,Network,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,T760/T770/T820/S8000,Android12/Android13/Android14,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-52341,Improper Handling of Missing Values in Plaintext COUNTER CHECK message accepted before AS security activation,"In Plaintext COUNTER CHECK message accepted before AS security activation, there is a possible missing permission check. This could lead to remote information disclosure no additional execution privileges needed.",Modem,cwe-230 Improper Handling of Missing Values,Network,Medium,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,T760/T770/T820/S8000,Android12/Android13,2024-03-01,https://www.unisoc.com/en/support/product-security-bulletin/1777154355737198594
CVE-2023-49672,Use After Free in ion driver,"In ion driver, there is a possible use after free due to a logic error. This could lead to local denial of service with System execution privileges needed.",Kernel,cwe-416 Use After Free,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-49671,Improper Input Validation in ion driver,"In sprd_ion driver, there is a possible improper input validation. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-20 Improper Input Validation,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-49670,Out-of-bounds Write in cp_dump driver,"In cp_dump driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-787 Out-of-bounds Write,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-49669,Out-of-bounds Write in cp_dump driver,"In cp_dump driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-787 Out-of-bounds Write,Local,Medium,6.2,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC9863A/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-49668,Out-of-bounds Read in cp_dump driver,"In cp_dump driver, there is a possible out of bounds read due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Kernel,CWE-125 Out-of-bounds Read,Local,High,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SC9863A/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-49667,Buffer Over-read in cp dump driver,"In cp dump driver, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed.",Kernel,CWE-126 Buffer Over-read,Local,High,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,SC9863A/T606/T612/T616/T610/T618/T760/T770/T820/S8000SC9863A/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android12/Android13,2024-02-05,https://www.unisoc.com/en/support/product-security-bulletin/1754331234055553026
CVE-2023-48339,Exposure of Sensitive Information to an Unauthorized Actor in jpg driver,"In jpg driver, there is a possible missing permission check. This could lead to local information disclosure with System execution privileges needed.",Kernel,CWE-200Exposureof Sensitive Information to anUnauthorizedActor,Local,Medium,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12/Android13,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48340,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48341,Out-of-bounds Read in video decoder,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Network,High,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48342,Out-of-bounds Write in media service,"In media service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12/Android13,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48343,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48344,Buffer Over-read in video decoder,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-126 Buffer Over-read,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48345,Out-of-bounds Read in video decoder,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Network,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48346,Improper Input Validation in video decoder,"In video decoder, there is a possible improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-20 Improper Input Validation,Network,Medium,5.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48347,Out-of-bounds Read in video decoder,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-125 Out-of-bounds Read,Network,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48348,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48349,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48350,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
CVE-2023-48351,Out-of-bounds Write in video decoder,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed.",Android,CWE-787 Out-of-bounds Write,Network,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,SC7731E/SC9832E/SC9863A/T310/T606/T612/T616/T610/T618/T760/T770/T820/S8000,Android11/Android12,2024-01-12,https://www.unisoc.com/en/support/product-security-bulletin/1745735106389147650
